历史行情.指标排序沪深Ａ股 日期:2017-07-18,二 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
002277	友阿股份	1.17	6.06	8082813	48735656	-0.045	-0.003	-0.084	84.375	84.375	-210.796	636198.8	592886.0	
002278	神开股份	-0.10	9.58	2403151	22655742	-0.309	-0.339	0.060	63.158	78.395	-129.473	-433118.8	-374728.0	
002279	久其软件	-1.47	11.38	5046812	57279600	-0.228	-0.101	-0.255	84.699	87.097	-257.500	-36257.43	67638.16	
002280	联络互动	4.03	8.52	42987996	362901184	-0.811	-0.568	-0.486	87.611	91.939	-157.544	-3442075.3		
002281	光迅科技	-0.05	18.54	14198916	250678352	-0.574	-0.235	-0.678	70.979	72.964	-230.880	-875987.4	-324914.2	
002282	博深工具	10.01	18.69	28700208	521596672	-0.610	-0.323	-0.573	62.724	69.048	-139.267	1009178.8	1169566.5	
002283	天润曲轴	-1.10	6.29	22725112	140887936	-0.009	0.002	-0.023	68.354	69.136	-179.136	83267.73	11330.15	
002284	亚太股份	2.04	9.99	6443430	63801664	-0.146	0.025	-0.341	90.612	90.612	-189.940	194029.9	407805.3	
002285	世联行	0.66	7.60	7702276	57562812	-0.042	0.001	-0.086	69.014	71.053	-116.725	121872.7	589374.6	
002286	保龄宝	-2.95	10.52	3659429	38905248	-0.321	-0.142	-0.358	98.571	98.837	-269.394	-143288.9	-30747.79	
002287	奇正藏药	1.00	40.30	1738196	69837736	0.363	0.456	-0.186	78.452	71.212	-101.276	90201.33	74986.75	
002288	超华科技	6.33	7.90	54096320	416830048	0.188	0.107	0.161	7.438	5.556	234.290	1365916.8	189340.8	
002289	宇顺电子					-0.028	0.085	-0.226	80.337	65.060	-127.885	205874.7	214111.6	
002290	中科新材	-1.52	14.30	2714661	38468416	-0.434	-0.227	-0.416	86.957	86.957	-255.671	-184673.3	-70968.80	
002291	星期六	2.75	9.35	20799424	192529312	-1.955	-1.243	-1.423	95.606	95.880	-117.731	-1585901.0		
002292	奥飞娱乐	2.08	13.76	10953942	148896848	-0.512	-0.136	-0.753	87.441	88.403	-137.440	388168.0	578663.3	
002293	罗莱生活	-0.09	11.20	1886964	21021926	-0.009	0.014	-0.045	65.306	65.306	-142.980	-53419.46	-45197.33	
002294	信立泰	1.12	34.20	3210810	109294064	0.291	0.537	-0.492	66.049	54.271	-49.443	402479.6	463250.5	
002295	精艺股份					0.296	0.285	0.023	37.931	14.915	65.526	-41434.06	-60147.74	
002296	辉煌科技	-0.33	9.09	7865067	70386920	-0.377	-0.234	-0.287	85.600	86.567	-206.154	-173994.3	18075.38	
002297	博云新材	0.42	9.65	5788628	55832792	-0.196	-0.078	-0.235	91.892	92.500	-242.232	-290528.1	-308545.4	
002298	中电鑫龙	0.00	9.72	3648763	35367608	-0.180	-0.065	-0.228	87.417	87.500	-235.320	136239.7	248805.8	
002299	圣农发展	4.26	15.90	14773845	230637120	0.361	0.454	-0.185	45.894	28.963	-20.249	1654600.5	1495906.0	
